期号,前区1,前区2,前区3,前区4,前区5,后区1,后区2,奖池奖金(元),一等奖-注数,一等奖-奖金(元),二等奖-注数,二等奖-奖金(元),总投注额(元),开奖日期
22008,1.0,2.0,13.0,18.0,34.0,6.0,7.0,"1,212,783,541",1.0,"10,000,000",116.0,"111,356","288,005,510",2022/1/17
22007,5.0,22.0,23.0,25.0,35.0,3.0,11.0,"1,166,246,610",3.0,"10,000,000",81.0,"193,366","314,958,868",2022/1/15
22006,1.0,5.0,7.0,17.0,20.0,5.0,12.0,"1,126,455,275",2.0,"10,000,000",89.0,"157,904","292,369,845",2022/1/12
22005,2.0,13.0,17.0,19.0,34.0,5.0,9.0,"1,082,745,176",16.0,"6,275,185",142.0,"57,227","290,292,047",2022/1/10
22004,7.0,20.0,27.0,30.0,33.0,3.0,4.0,"1,161,605,667",2.0,"10,000,000",73.0,"220,180","318,985,651",2022/1/8
22003,2.0,18.0,24.0,25.0,34.0,8.0,12.0,"1,117,630,716",5.0,"10,000,000",99.0,"138,844","293,411,992",2022/1/5
22002,4.0,6.0,7.0,9.0,24.0,4.0,12.0,"1,108,263,191",5.0,"9,208,823",120.0,"98,863","293,300,380",2022/1/3
22001,8.0,11.0,19.0,22.0,29.0,3.0,11.0,"1,129,936,273",11.0,"7,127,420",283.0,"38,595","323,959,870",2022/1/1
21150,4.0,10.0,11.0,23.0,26.0,7.0,10.0,"1,187,065,938",5.0,"10,000,000",124.0,"97,499","297,315,273",2021/12/29
21149,20.0,26.0,28.0,30.0,35.0,10.0,11.0,"1,187,821,356",1.0,"10,000,000",71.0,"211,096","288,342,246",2021/12/27
21148,1.0,4.0,12.0,16.0,29.0,4.0,8.0,"1,140,109,035",6.0,"10,000,000",169.0,"87,286","309,690,271",2021/12/25
21147,1.0,2.0,8.0,12.0,26.0,1.0,7.0,"1,156,628,877",4.0,"10,000,000",87.0,"174,581","294,787,629",2021/12/22
21146,3.0,5.0,8.0,18.0,20.0,9.0,11.0,"1,139,389,367",7.0,"9,538,231",177.0,"66,819","293,542,849",2021/12/20
21145,3.0,8.0,25.0,29.0,30.0,1.0,6.0,"1,160,533,246",5.0,"10,000,000",126.0,"135,901","320,066,364",2021/12/18
21144,3.0,20.0,25.0,30.0,34.0,2.0,9.0,"1,153,487,670",2.0,"10,000,000",53.0,"346,332","307,637,069",2021/12/15
21143,9.0,17.0,19.0,29.0,34.0,4.0,11.0,"1,104,620,668",11.0,"7,088,508",114.0,"81,540","295,955,136",2021/12/13
21142,11.0,13.0,17.0,19.0,25.0,2.0,9.0,"1,152,884,153",6.0,"10,000,000",99.0,"143,032","321,224,093",2021/12/11
21141,2.0,8.0,16.0,29.0,34.0,5.0,12.0,"1,157,697,511",3.0,"10,000,000",165.0,"80,804","303,700,722",2021/12/8
21140,5.0,24.0,26.0,33.0,35.0,9.0,12.0,"1,116,819,863",2.0,"10,000,000",117.0,"101,414","305,536,538",2021/12/6
21139,5.0,13.0,18.0,23.0,34.0,8.0,9.0,"1,083,766,581",29.0,"5,837,260",230.0,"51,125","328,551,201",2021/12/4
21138,9.0,11.0,12.0,15.0,31.0,5.0,11.0,"1,273,167,983",4.0,"10,000,000",79.0,"182,720","303,548,798",2021/12/1
21137,2.0,7.0,13.0,14.0,19.0,4.0,5.0,"1,263,704,189",7.0,"8,951,971",85.0,"159,214","302,260,255",2021/11/29
21136,8.0,12.0,19.0,27.0,33.0,2.0,5.0,"1,292,130,529",2.0,"10,000,000",203.0,"60,673","327,765,275",2021/11/27
21135,4.0,7.0,17.0,29.0,31.0,5.0,6.0,"1,262,006,661",4.0,"10,000,000",79.0,"181,363","314,847,908",2021/11/24
21134,2.0,6.0,14.0,19.0,28.0,1.0,6.0,"1,248,689,539",4.0,"10,000,000",57.0,"269,935","308,110,428",2021/11/22
21133,8.0,9.0,17.0,26.0,28.0,6.0,8.0,"1,243,590,907",13.0,"6,695,515",204.0,"53,534","327,493,668",2021/11/20
21132,4.0,21.0,28.0,29.0,33.0,3.0,11.0,"1,318,930,416",10.0,"7,538,023",149.0,"73,186","297,729,643",2021/11/17
21131,6.0,8.0,16.0,34.0,35.0,5.0,6.0,"1,360,443,412",2.0,"10,000,000",69.0,"218,787","296,451,386",2021/11/15
21130,2.0,3.0,14.0,27.0,28.0,5.0,10.0,"1,329,267,789",14.0,"7,136,788",140.0,"107,638","317,382,301",2021/11/13
21129,2.0,16.0,17.0,18.0,34.0,4.0,10.0,"1,403,814,395",0.0,0,63.0,"211,783","294,268,030",2021/11/10
21128,14.0,17.0,18.0,23.0,27.0,5.0,8.0,"1,337,287,551",9.0,"7,655,899",128.0,"74,441","282,038,607",2021/11/8
21127,1.0,2.0,15.0,17.0,26.0,2.0,11.0,"1,374,522,134",3.0,"10,000,000",64.0,"224,471","305,525,077",2021/11/6
21126,1.0,11.0,12.0,34.0,35.0,9.0,12.0,"1,337,033,732",2.0,"10,000,000",119.0,"125,662","289,363,128",2021/11/3
21125,17.0,19.0,21.0,27.0,31.0,4.0,9.0,"1,288,689,190",1.0,"10,000,000",103.0,"131,680","285,946,298",2021/11/1
21124,10.0,17.0,22.0,25.0,35.0,7.0,9.0,"1,239,396,849",3.0,"10,000,000",83.0,"172,900","314,165,395",2021/10/30
21123,8.0,23.0,26.0,27.0,33.0,8.0,9.0,"1,210,823,710",3.0,"10,000,000",63.0,"213,247","296,213,304",2021/10/27
21122,14.0,15.0,26.0,27.0,29.0,4.0,5.0,"1,186,675,748",2.0,"10,000,000",105.0,"120,192","294,005,109",2021/10/25
21121,2.0,15.0,19.0,29.0,30.0,2.0,9.0,"1,146,249,376",3.0,"10,000,000",115.0,"127,063","313,275,937",2021/10/23
21120,5.0,10.0,21.0,25.0,31.0,5.0,11.0,"1,120,909,519",10.0,"8,314,748",104.0,"131,354","285,711,031",2021/10/20
21119,1.0,2.0,9.0,16.0,30.0,9.0,10.0,"1,157,376,912",4.0,"10,000,000",141.0,"84,057","290,165,267",2021/10/18
21118,14.0,17.0,18.0,28.0,34.0,2.0,3.0,"1,146,057,646",4.0,"10,000,000",98.0,"148,407","302,397,723",2021/10/16
21117,11.0,18.0,21.0,22.0,33.0,5.0,6.0,"1,124,390,425",8.0,"8,355,835",169.0,"61,934","279,505,700",2021/10/13
21116,4.0,25.0,28.0,29.0,35.0,3.0,11.0,"1,151,852,870",2.0,"10,000,000",73.0,"190,970","279,695,241",2021/10/11
21115,8.0,13.0,19.0,20.0,29.0,6.0,10.0,"1,111,593,016",2.0,"10,000,000",114.0,"112,841","299,770,302",2021/10/9
21114,8.0,9.0,13.0,29.0,30.0,1.0,11.0,"1,081,182,210",1.0,"10,000,000",110.0,"108,970","283,727,610",2021/10/6
21113,17.0,18.0,25.0,27.0,28.0,4.0,8.0,"1,035,393,331",6.0,"9,008,492",139.0,"84,274","283,440,028",2021/9/29
21112,18.0,21.0,22.0,23.0,35.0,11.0,12.0,"1,058,537,381",1.0,"10,000,000",61.0,"283,977","283,298,709",2021/9/27
21111,7.0,8.0,15.0,19.0,28.0,8.0,9.0,"995,038,783",12.0,"7,142,456",232.0,"45,015","305,345,840",2021/9/25
21110,11.0,14.0,29.0,31.0,32.0,11.0,12.0,"1,046,721,834",6.0,"9,131,551",75.0,"189,758","276,544,919",2021/9/22
21109,3.0,4.0,7.0,27.0,31.0,6.0,9.0,"1,073,585,145",4.0,"10,000,000",83.0,"121,850","265,547,489",2021/9/20
21108,5.0,19.0,22.0,26.0,35.0,2.0,6.0,"1,069,829,501",8.0,"8,614,284",69.0,"198,372","303,354,020",2021/9/18
21107,3.0,5.0,13.0,20.0,25.0,7.0,11.0,"1,105,541,509",9.0,"7,946,101",70.0,"199,664","281,751,709",2021/9/15
21106,2.0,13.0,14.0,32.0,34.0,2.0,12.0,"1,149,093,888",0.0,0,97.0,"149,583","276,794,901",2021/9/13
21105,7.0,10.0,11.0,17.0,18.0,4.0,9.0,"1,087,468,357",4.0,"10,000,000",117.0,"89,835","304,015,740",2021/9/11
21104,23.0,25.0,26.0,30.0,33.0,3.0,11.0,"1,086,226,837",2.0,"10,000,000",71.0,"228,429","286,479,253",2021/9/8
21103,4.0,10.0,23.0,30.0,31.0,5.0,11.0,"1,037,062,397",1.0,"10,000,000",61.0,"232,323","282,429,778",2021/9/6
21102,2.0,8.0,11.0,16.0,23.0,2.0,7.0,"982,320,279",13.0,"7,523,067",117.0,"111,145","305,869,819",2021/9/4
21101,13.0,18.0,19.0,27.0,32.0,6.0,11.0,"1,043,300,674",6.0,"9,675,934",101.0,"105,827","281,242,026",2021/9/1
21100,7.0,11.0,23.0,26.0,28.0,2.0,7.0,"1,059,494,718",3.0,"10,000,000",96.0,"110,807","280,471,793",2021/8/30
21099,15.0,19.0,27.0,28.0,30.0,3.0,4.0,"1,062,893,865",1.0,"10,000,000",130.0,"128,865","303,058,009",2021/8/28
21098,2.0,7.0,21.0,27.0,33.0,7.0,9.0,"1,007,650,453",2.0,"10,000,000",62.0,"202,870","276,951,852",2021/8/25
21097,11.0,26.0,30.0,31.0,33.0,3.0,10.0,"975,519,760",1.0,"10,000,000",45.0,"293,323","272,897,259",2021/8/23
21096,7.0,8.0,10.0,20.0,21.0,1.0,5.0,"927,073,812",10.0,"8,465,507",204.0,"69,310","297,348,639",2021/8/21
21095,10.0,15.0,19.0,20.0,30.0,11.0,12.0,"962,561,876",2.0,"10,000,000",116.0,"114,636","279,549,610",2021/8/18
21094,5.0,6.0,24.0,27.0,33.0,5.0,12.0,"931,384,310",6.0,"9,900,472",77.0,"173,225","275,141,551",2021/8/16
21093,20.0,25.0,27.0,28.0,31.0,8.0,11.0,"948,527,900",2.0,"10,000,000",66.0,"239,598","302,609,762",2021/8/14
21092,12.0,14.0,27.0,28.0,34.0,3.0,7.0,"907,549,564",2.0,"10,000,000",108.0,"111,939","281,386,147",2021/8/11
21091,1.0,4.0,10.0,21.0,29.0,3.0,5.0,"877,764,456",5.0,"10,000,000",155.0,"61,811","272,675,404",2021/8/9
21090,6.0,7.0,19.0,26.0,32.0,6.0,12.0,"880,472,278",2.0,"10,000,000",236.0,"46,324","289,448,960",2021/8/7
21089,1.0,17.0,24.0,28.0,35.0,10.0,12.0,"851,200,235",3.0,"10,000,000",48.0,"309,133","269,906,690",2021/8/4
21088,2.0,14.0,31.0,34.0,35.0,1.0,7.0,"822,562,305",2.0,"9,148,546",63.0,"197,930","264,720,425",2021/8/2
21087,10.0,14.0,15.0,25.0,28.0,3.0,10.0,"797,251,485",6.0,"9,400,653",177.0,"68,131","290,446,990",2021/7/31
21086,2.0,3.0,7.0,16.0,17.0,6.0,10.0,"822,607,828",1.0,"10,000,000",71.0,"176,586","272,160,233",2021/7/28
21085,1.0,12.0,15.0,26.0,35.0,10.0,11.0,"775,634,441",6.0,"7,421,868",99.0,"137,086","270,848,072",2021/7/26
21084,2.0,10.0,14.0,30.0,33.0,6.0,9.0,"763,493,932",6.0,"6,943,989",130.0,"92,500","290,591,822",2021/7/24
21083,7.0,9.0,11.0,26.0,35.0,1.0,8.0,"759,158,453",6.0,"7,329,020",84.0,"148,138","272,635,093",2021/7/21
21082,1.0,14.0,22.0,29.0,33.0,3.0,10.0,"747,230,176",11.0,"7,463,880",89.0,"159,258","278,896,069",2021/7/19
21081,5.0,13.0,24.0,29.0,35.0,7.0,8.0,"807,325,944",2.0,"10,000,000",70.0,"185,428","301,662,622",2021/7/17
21080,15.0,16.0,20.0,29.0,30.0,6.0,10.0,"767,631,448",8.0,"8,006,507",118.0,"91,718","276,105,107",2021/7/14
21079,6.0,14.0,19.0,26.0,33.0,8.0,11.0,"802,121,551",6.0,"9,906,345",75.0,"172,047","279,520,279",2021/7/12
21078,2.0,8.0,17.0,19.0,25.0,1.0,5.0,"821,042,099",3.0,"9,605,842",91.0,"165,115","302,960,803",2021/7/10
21077,2.0,6.0,9.0,21.0,25.0,6.0,8.0,"789,285,714",4.0,"7,575,647",64.0,"185,350","279,629,097",2021/7/7
21076,6.0,13.0,22.0,25.0,26.0,2.0,4.0,"775,457,206",2.0,"9,596,268",129.0,"92,526","281,760,059",2021/7/5
21075,6.0,14.0,15.0,17.0,20.0,1.0,5.0,"752,135,503",2.0,"10,000,000",51.0,"294,104","306,666,791",2021/7/3
21074,11.0,14.0,18.0,20.0,25.0,3.0,7.0,"700,603,889",1.0,"10,000,000",84.0,"158,926","289,189,592",2021/6/30
21073,8.0,12.0,14.0,20.0,24.0,6.0,10.0,"657,298,888",2.0,"10,000,000",101.0,"134,102","280,274,335",2021/6/28
21072,2.0,3.0,15.0,22.0,26.0,3.0,11.0,"627,008,381",3.0,"9,518,742",123.0,"117,028","303,912,550",2021/6/26
21071,8.0,11.0,16.0,29.0,35.0,1.0,4.0,"596,211,840",9.0,"6,287,890",79.0,"192,242","285,731,730",2021/6/23
21070,3.0,20.0,21.0,22.0,24.0,6.0,12.0,"612,658,366",1.0,"10,000,000",59.0,"265,807","289,443,325",2021/6/21
21069,1.0,3.0,24.0,32.0,33.0,4.0,6.0,"554,239,484",4.0,"8,622,290",81.0,"183,547","314,771,219",2021/6/19
21068,2.0,20.0,21.0,26.0,30.0,2.0,10.0,"527,817,203",13.0,"6,004,435",115.0,"108,554","291,893,269",2021/6/16
21067,1.0,4.0,22.0,23.0,34.0,8.0,9.0,"558,289,398",1.0,"10,000,000",59.0,"254,020","281,023,856",2021/6/14
21066,24.0,26.0,29.0,34.0,35.0,9.0,11.0,"506,581,579",12.0,"5,981,636",317.0,"38,691","311,082,841",2021/6/12
21065,23.0,25.0,30.0,31.0,35.0,7.0,8.0,"539,311,034",6.0,"6,498,494",76.0,"188,581","297,780,859",2021/6/9
21064,1.0,17.0,19.0,32.0,34.0,6.0,10.0,"546,378,197",2.0,"10,000,000",60.0,"229,075","294,413,689",2021/6/7
21063,5.0,9.0,14.0,29.0,30.0,9.0,11.0,"500,754,392",9.0,"6,029,136",260.0,"39,778","320,996,162",2021/6/5
21062,4.0,6.0,23.0,32.0,34.0,5.0,7.0,"525,343,538",5.0,"8,059,793",71.0,"216,424","302,275,847",2021/6/2
21061,15.0,19.0,20.0,26.0,32.0,4.0,7.0,"502,877,804",7.0,"6,484,687",100.0,"115,599","304,392,970",2021/5/31
21060,9.0,13.0,25.0,31.0,33.0,3.0,7.0,"509,405,221",8.0,"5,714,074",105.0,"62,392","328,214,576",2021/5/29
21059,4.0,16.0,27.0,28.0,35.0,2.0,9.0,"542,212,081",12.0,"5,810,333",146.0,"68,435","310,375,326",2021/5/26
21058,13.0,15.0,17.0,23.0,34.0,1.0,11.0,"584,612,592",2.0,"10,000,000",53.0,"313,479","341,604,964",2021/5/24
21057,5.0,7.0,19.0,20.0,28.0,5.0,7.0,"527,921,742",39.0,"5,176,735",306.0,"25,278","364,226,316",2021/5/22
21056,3.0,11.0,16.0,21.0,26.0,9.0,10.0,"789,092,340",9.0,"8,577,701",100.0,"152,004","339,616,577",2021/5/19
21055,3.0,6.0,10.0,11.0,24.0,10.0,11.0,"832,841,055",5.0,"10,000,000",100.0,"156,924","340,947,213",2021/5/17
21054,3.0,6.0,17.0,20.0,25.0,3.0,9.0,"830,717,939",5.0,"10,000,000",112.0,"150,382","372,706,677",2021/5/15
21053,3.0,6.0,15.0,17.0,35.0,7.0,11.0,"804,585,433",5.0,"7,659,176",115.0,"108,825","352,261,603",2021/5/12
21052,2.0,11.0,13.0,14.0,30.0,9.0,12.0,"786,688,797",6.0,"8,348,700",99.0,"159,923","346,174,575",2021/5/10
21051,1.0,4.0,14.0,16.0,19.0,3.0,4.0,"758,421,416",9.0,"6,297,261",198.0,"67,730","378,483,472",2021/5/8
21050,9.0,22.0,32.0,33.0,35.0,5.0,10.0,"776,495,378",7.0,"9,324,231",106.0,"126,690","332,629,347",2021/5/5
21049,1.0,10.0,22.0,23.0,25.0,2.0,12.0,"804,858,111",2.0,"10,000,000",95.0,"171,835","318,983,261",2021/5/3
21048,4.0,7.0,17.0,21.0,27.0,10.0,12.0,"743,586,048",11.0,"7,492,512",215.0,"65,650","361,695,321",2021/5/1
21047,1.0,6.0,9.0,25.0,33.0,4.0,8.0,"812,065,710",2.0,"10,000,000",74.0,"236,848","361,812,479",2021/4/28
21046,6.0,8.0,12.0,14.0,18.0,6.0,8.0,"748,366,613",12.0,"5,909,252",113.0,"94,691","359,217,248",2021/4/26
21045,1.0,4.0,6.0,11.0,19.0,7.0,9.0,"786,177,311",3.0,"9,103,239",105.0,"157,653","393,747,066",2021/4/24
21044,6.0,18.0,31.0,33.0,35.0,10.0,11.0,"748,920,583",11.0,"6,089,993",177.0,"76,352","363,597,797",2021/4/21
21043,7.0,12.0,17.0,19.0,34.0,1.0,10.0,"782,390,745",14.0,"6,968,132",173.0,"81,926","360,667,332",2021/4/19
21042,9.0,15.0,20.0,23.0,29.0,4.0,5.0,"871,261,628",4.0,"10,000,000",156.0,"105,679","393,684,367",2021/4/17
21041,2.0,5.0,9.0,11.0,32.0,4.0,9.0,"825,740,751",9.0,"7,739,792",139.0,"76,002","359,992,265",2021/4/14
21040,2.0,3.0,9.0,16.0,19.0,3.0,7.0,"870,795,060",8.0,"8,547,328",136.0,"99,892","359,580,080",2021/4/12
21039,4.0,12.0,14.0,21.0,35.0,2.0,11.0,"909,367,813",7.0,"10,000,000",94.0,"200,165","392,788,008",2021/4/10
21038,9.0,11.0,20.0,29.0,32.0,1.0,7.0,"915,135,532",17.0,"6,113,204",199.0,"51,254","279,043,760",2021/4/7
21037,10.0,21.0,27.0,29.0,33.0,4.0,12.0,"1,031,553,232",8.0,"8,094,047",69.0,"188,644","265,069,172",2021/4/5
21036,8.0,17.0,25.0,28.0,33.0,7.0,11.0,"1,070,761,233",6.0,"9,886,405",277.0,"45,263","293,009,078",2021/4/3
21035,5.0,11.0,16.0,30.0,32.0,3.0,4.0,"1,087,964,692",6.0,"10,000,000",74.0,"184,089","282,083,604",2021/3/31
21034,8.0,10.0,14.0,25.0,34.0,7.0,8.0,"1,088,179,029",0.0,0,71.0,"194,355","287,989,728",2021/3/29
21033,1.0,3.0,5.0,30.0,32.0,1.0,5.0,"1,022,165,135",5.0,"10,000,000",68.0,"246,340","315,951,286",2021/3/27
21032,1.0,11.0,14.0,34.0,35.0,7.0,10.0,"1,024,512,097",3.0,"10,000,000",98.0,"159,729","294,833,370",2021/3/24
21031,1.0,4.0,19.0,20.0,34.0,3.0,5.0,"1,003,234,237",27.0,"5,391,526",430.0,"20,000","291,035,602",2021/3/22
21030,18.0,23.0,25.0,26.0,32.0,2.0,7.0,"1,159,086,523",6.0,"9,376,324",62.0,"244,363","310,047,645",2021/3/20
21029,2.0,6.0,10.0,32.0,33.0,4.0,7.0,"1,184,579,107",3.0,"10,000,000",256.0,"44,429","291,997,028",2021/3/17
21028,2.0,3.0,5.0,17.0,29.0,4.0,10.0,"1,148,168,180",5.0,"10,000,000",114.0,"114,974","290,397,846",2021/3/15
21027,9.0,21.0,22.0,26.0,30.0,4.0,12.0,"1,137,674,692",10.0,"7,998,232",179.0,"65,296","300,185,659",2021/3/13
21026,7.0,11.0,20.0,24.0,27.0,1.0,11.0,"1,173,541,384",2.0,"10,000,000",70.0,"166,283","276,425,219",2021/3/10
21025,17.0,18.0,23.0,30.0,31.0,10.0,12.0,"1,148,953,396",1.0,"10,000,000",50.0,"307,329","276,142,896",2021/3/8
21024,11.0,14.0,21.0,24.0,31.0,2.0,10.0,"1,099,396,872",3.0,"10,000,000",218.0,"47,504","290,054,173",2021/3/6
21023,7.0,9.0,13.0,16.0,32.0,2.0,9.0,"1,090,709,660",2.0,"10,000,000",70.0,"187,612","269,669,045",2021/3/3
21022,2.0,12.0,22.0,30.0,33.0,2.0,4.0,"1,060,440,511",2.0,"10,000,000",51.0,"302,580","267,988,268",2021/3/1
21021,16.0,18.0,29.0,33.0,35.0,9.0,12.0,"1,011,996,707",3.0,"10,000,000",74.0,"185,332","292,083,963",2021/2/27
21020,7.0,21.0,22.0,30.0,33.0,4.0,6.0,"986,653,276",4.0,"10,000,000",176.0,"52,410","266,285,933",2021/2/24
21019,1.0,12.0,13.0,28.0,29.0,3.0,4.0,"989,638,020",1.0,"10,000,000",134.0,"76,551","268,699,087",2021/2/22
21018,2.0,20.0,23.0,26.0,34.0,5.0,10.0,"946,984,258",6.0,"10,000,000",75.0,"174,392","289,120,482",2021/2/20
21017,17.0,21.0,26.0,29.0,32.0,2.0,7.0,"961,686,810",5.0,"10,000,000",75.0,"221,277","335,358,205",2021/2/8
21016,8.0,9.0,10.0,19.0,34.0,1.0,2.0,"937,156,414",6.0,"10,000,000",82.0,"186,837","311,054,206",2021/2/6
21015,4.0,8.0,17.0,19.0,25.0,1.0,7.0,"945,589,061",10.0,"6,963,705",259.0,"37,150","272,319,625",2021/2/3
21014,7.0,13.0,20.0,27.0,29.0,4.0,9.0,"997,073,350",3.0,"10,000,000",99.0,"114,748","268,530,082",2021/2/1
21013,21.0,27.0,28.0,30.0,34.0,8.0,11.0,"975,405,452",4.0,"10,000,000",59.0,"281,489","293,461,597",2021/1/30
21012,6.0,12.0,20.0,23.0,33.0,1.0,9.0,"942,151,519",1.0,"10,000,000",93.0,"124,142","267,411,208",2021/1/27
21011,6.0,9.0,11.0,14.0,21.0,1.0,3.0,"903,373,114",2.0,"10,000,000",299.0,"35,220","264,730,145",2021/1/25
21010,1.0,5.0,16.0,22.0,34.0,8.0,11.0,"886,344,174",4.0,"10,000,000",98.0,"153,518","292,800,978",2021/1/23
21009,1.0,3.0,20.0,29.0,32.0,5.0,12.0,"865,327,653",1.0,"10,000,000",103.0,"112,661","270,385,175",2021/1/20
21008,5.0,19.0,20.0,27.0,33.0,3.0,8.0,"821,084,249",10.0,"8,342,623",73.0,"172,279","267,627,406",2021/1/18
21007,5.0,23.0,30.0,34.0,35.0,8.0,10.0,"854,868,061",3.0,"10,000,000",160.0,"81,104","290,613,639",2021/1/16
21006,4.0,22.0,25.0,28.0,35.0,4.0,5.0,"830,578,066",1.0,"10,000,000",67.0,"176,510","273,199,546",2021/1/13
21005,3.0,7.0,10.0,12.0,35.0,3.0,5.0,"782,127,364",1.0,"10,000,000",77.0,"188,779","270,292,542",2021/1/11
21004,5.0,10.0,17.0,23.0,28.0,2.0,8.0,"742,165,174",14.0,"6,781,783",252.0,"40,037","287,870,674",2021/1/9
21003,7.0,21.0,28.0,31.0,35.0,4.0,10.0,"811,003,040",6.0,"10,000,000",66.0,"182,605","271,582,391",2021/1/6
21002,2.0,16.0,26.0,31.0,34.0,9.0,11.0,"825,914,620",3.0,"10,000,000",68.0,"223,170","278,003,685",2021/1/4
21001,2.0,6.0,12.0,19.0,33.0,8.0,9.0,"801,248,468",2.0,"10,000,000",103.0,"149,825","301,287,873",2021/1/2
20134,8.0,11.0,13.0,22.0,25.0,4.0,7.0,"763,061,055",8.0,"7,660,983",135.0,"70,426","279,450,044",2020/12/30
20133,11.0,24.0,26.0,33.0,35.0,8.0,9.0,"802,371,363",2.0,"10,000,000",79.0,"125,950","278,817,951",2020/12/28
20132,3.0,15.0,16.0,17.0,21.0,7.0,10.0,"772,089,653",7.0,"8,732,884",100.0,"139,407","305,220,768",2020/12/26
20131,8.0,25.0,27.0,29.0,35.0,2.0,3.0,"804,095,087",4.0,"7,836,812",84.0,"157,335","276,280,604",2020/12/23
20130,16.0,17.0,23.0,26.0,32.0,2.0,12.0,"788,606,650",7.0,"8,580,412",62.0,"191,821","275,873,752",2020/12/21
20129,10.0,22.0,27.0,33.0,34.0,1.0,11.0,"816,759,358",2.0,"10,000,000",62.0,"265,548","299,215,239",2020/12/19
20128,9.0,12.0,13.0,26.0,33.0,4.0,10.0,"761,816,707",3.0,"10,000,000",55.0,"249,603","274,958,597",2020/12/16
20127,1.0,4.0,17.0,18.0,26.0,3.0,10.0,"723,320,954",5.0,"6,788,183",51.0,"246,627","276,778,645",2020/12/14
20126,1.0,4.0,9.0,22.0,28.0,4.0,12.0,"721,797,952",4.0,"8,293,025",96.0,"151,985","298,548,217",2020/12/12
20125,1.0,2.0,3.0,8.0,22.0,1.0,4.0,"699,959,034",2.0,"9,473,073",73.0,"188,841","275,346,986",2020/12/9
20124,11.0,15.0,24.0,26.0,35.0,4.0,5.0,"671,260,147",3.0,"8,940,268",42.0,"398,755","278,064,291",2020/12/7
20123,1.0,7.0,11.0,15.0,21.0,4.0,11.0,"641,696,961",5.0,"7,560,029",163.0,"69,634","304,863,915",2020/12/5
20122,8.0,19.0,29.0,34.0,35.0,6.0,11.0,"629,576,539",10.0,"5,812,539",145.0,"50,433","281,651,508",2020/12/2
20121,9.0,17.0,27.0,28.0,35.0,3.0,8.0,"658,127,792",12.0,"5,888,553",96.0,"115,346","278,202,603",2020/11/30
20120,5.0,25.0,26.0,30.0,35.0,4.0,10.0,"694,960,351",6.0,"7,151,477",92.0,"157,223","301,311,242",2020/11/28
20119,14.0,22.0,24.0,28.0,32.0,7.0,8.0,"685,541,779",5.0,"6,488,585",63.0,"175,287","274,272,049",2020/11/25
20118,1.0,9.0,15.0,30.0,33.0,4.0,9.0,"691,143,211",3.0,"10,000,000",59.0,"243,507","275,653,893",2020/11/23
20117,7.0,19.0,20.0,23.0,24.0,5.0,10.0,"657,082,925",6.0,"6,533,726",125.0,"82,936","295,676,112",2020/11/21
20116,8.0,10.0,12.0,16.0,22.0,3.0,9.0,"661,279,588",7.0,"6,651,639",73.0,"166,572","281,698,423",2020/11/18
20115,1.0,9.0,18.0,19.0,23.0,1.0,9.0,"663,087,702",13.0,"5,858,135",161.0,"61,470","284,014,718",2020/11/16
20114,10.0,12.0,21.0,24.0,30.0,3.0,7.0,"699,754,234",6.0,"7,416,283",82.0,"181,463","311,221,154",2020/11/14
20113,6.0,14.0,18.0,28.0,33.0,2.0,5.0,"686,105,119",5.0,"7,771,898",121.0,"105,724","281,010,096",2020/11/11
20112,8.0,11.0,13.0,30.0,32.0,2.0,6.0,"670,912,594",2.0,"10,000,000",113.0,"108,341","278,836,720",2020/11/9
20111,5.0,7.0,9.0,20.0,28.0,2.0,7.0,"633,996,339",4.0,"7,667,800",110.0,"102,072","305,503,745",2020/11/7
20110,11.0,16.0,20.0,21.0,28.0,5.0,11.0,"620,860,563",6.0,"6,966,119",83.0,"132,491","282,491,639",2020/11/4
20109,2.0,20.0,21.0,23.0,32.0,6.0,12.0,"616,088,690",1.0,"10,000,000",66.0,"193,802","278,965,485",2020/11/2
20108,2.0,3.0,6.0,7.0,33.0,8.0,9.0,"565,897,074",13.0,"5,881,296",80.0,"164,519","304,680,045",2020/10/31
20107,1.0,4.0,13.0,17.0,28.0,3.0,7.0,"611,359,963",14.0,"5,409,214",193.0,"33,343","282,777,346",2020/10/28
20106,2.0,3.0,11.0,14.0,27.0,4.0,10.0,"676,948,325",6.0,"7,175,347",261.0,"47,698","277,207,977",2020/10/26
20105,3.0,8.0,12.0,13.0,22.0,4.0,12.0,"669,097,276",4.0,"8,474,471",91.0,"143,546","301,070,175",2020/10/24
20104,3.0,12.0,23.0,26.0,30.0,4.0,7.0,"644,732,639",35.0,"5,543,834",119.0,"93,553","276,928,873",2020/10/21
20103,7.0,12.0,13.0,19.0,23.0,2.0,8.0,"929,277,059",7.0,"7,056,688",182.0,"36,228","273,609,545",2020/10/19
20102,7.0,11.0,18.0,20.0,29.0,9.0,12.0,"965,450,649",2.0,"10,000,000",170.0,"67,717","290,224,663",2020/10/17
20101,3.0,4.0,5.0,9.0,34.0,7.0,9.0,"942,455,528",5.0,"10,000,000",109.0,"118,501","270,291,174",2020/10/14
20100,4.0,5.0,8.0,22.0,33.0,7.0,10.0,"936,240,581",4.0,"10,000,000",69.0,"161,287","274,948,701",2020/10/12
